"","rowname","value"
"12988","ErrorMessage","the condition has length > 1"
"12989","ErrorType","error"
"12990","ErrorMessage","Attempting to load the environment ‘x’
"
"12991","ErrorType","message"
"12992","ErrorMessage","the condition has length > 1"
"12993","ErrorType","error"
"12994","ErrorMessage","unused argument (alist(where = ))"
"12995","ErrorType","error"
"12996","ErrorMessage","argument ""name"" is missing, with no default"
"12997","ErrorType","error"
"12998","ErrorMessage","unused argument (alist(where = ))"
"12999","ErrorType","error"
"13000","ErrorMessage","'length(x) = 6 > 1' in coercion to 'logical(1)'"
"13001","ErrorType","warning"
"13002","ErrorMessage","unused argument (where = x)"
"13003","ErrorType","error"
"13004","ErrorMessage","'length(x) = 6 > 1' in coercion to 'logical(1)'"
"13005","ErrorType","warning"
"13006","ErrorMessage","unused argument (where = df)"
"13007","ErrorType","error"
"13008","ErrorMessage","'length(x) = 6 > 1' in coercion to 'logical(1)'"
"13009","ErrorType","warning"
"13010","ErrorMessage","unused argument (where = df)"
"13011","ErrorType","error"
"13012","ErrorMessage","'length(x) = 20 > 1' in coercion to 'logical(1)'"
"13013","ErrorType","warning"
"13014","ErrorMessage","unused argument (where = df)"
"13015","ErrorType","error"
"13016","ErrorMessage","argument 1 is empty"
"13017","ErrorType","error"
"13024","ErrorMessage","non-numeric argument to mathematical function"
"13025","ErrorType","error"
"13046","ErrorMessage","no applicable method for 'flush' applied to an object of class ""name"""
"13047","ErrorType","error"
"13048","ErrorMessage","no applicable method for 'flush' applied to an object of class ""c('double', 'numeric')"""
"13049","ErrorType","error"
"13050","ErrorMessage","no applicable method for 'flush' applied to an object of class ""character"""
"13051","ErrorType","error"
"13052","ErrorMessage","no applicable method for 'flush' applied to an object of class ""data.frame"""
"13053","ErrorType","error"
"13054","ErrorMessage","argument ""con"" is missing, with no default"
"13055","ErrorType","error"
"13056","ErrorMessage","'con' is not a connection"
"13057","ErrorType","error"
"13058","ErrorMessage","'con' is not a connection"
"13059","ErrorType","error"
"13060","ErrorMessage","'con' is not a connection"
"13061","ErrorType","error"
"13062","ErrorMessage","<text>:2:0: unexpected end of input
1: for(i in 1:10){
   ^"
"13063","ErrorType","error"
"13064","ErrorMessage","object 'i' not found"
"13065","ErrorType","error"
"13066","ErrorMessage","<text>:1:1: unexpected '}'
1: }
    ^"
"13067","ErrorType","error"
"13068","ErrorMessage","argument ""x"" is missing, with no default"
"13069","ErrorType","error"
"13097","ErrorMessage","argument is missing, with no default"
"13098","ErrorType","error"
"13099","ErrorMessage","argument is missing, with no default"
"13100","ErrorType","error"
"13101","ErrorMessage","argument """" is missing, with no default"
"13102","ErrorType","error"
"13103","ErrorMessage","could not find function ""x"""
"13104","ErrorType","error"
"13105","ErrorMessage","argument ""x"" is missing, with no default"
"13106","ErrorType","error"
"13107","ErrorMessage","argument ""x"" is missing, with no default"
"13108","ErrorType","error"
"13109","ErrorMessage","NAs introduced by coercion"
"13110","ErrorType","warning"
"13111","ErrorMessage","argument is not a function"
"13112","ErrorType","warning"
"13113","ErrorMessage","argument is not a function"
"13114","ErrorType","warning"
"13115","ErrorMessage","invalid 'envir' argument"
"13116","ErrorType","error"
"13117","ErrorMessage","argument ""fun"" is missing, with no default"
"13118","ErrorType","error"
"13119","ErrorMessage","argument ""fun"" is missing, with no default"
"13120","ErrorType","error"
"13121","ErrorMessage","'fun' is not a function"
"13122","ErrorType","warning"
"13123","ErrorMessage","'fun' is not a function"
"13124","ErrorType","warning"
"13125","ErrorMessage","'fun' is not a function"
"13126","ErrorType","warning"
"13127","ErrorMessage","'fun' is not a function"
"13128","ErrorType","warning"
"13129","ErrorMessage","'fun' is not a function"
"13130","ErrorType","warning"
"13131","ErrorMessage","'fun' is not a function"
"13132","ErrorType","warning"
"13133","ErrorMessage","'fun' is not a function"
"13134","ErrorType","warning"
"13135","ErrorMessage","'fun' is not a function"
"13136","ErrorType","warning"
"13137","ErrorMessage","argument ""x"" is missing, with no default"
"13138","ErrorType","error"
"13139","ErrorMessage","argument ""x"" is missing, with no default"
"13140","ErrorType","error"
"13168","ErrorMessage","argument ""x"" is missing, with no default"
"13169","ErrorType","error"
"13170","ErrorMessage","argument ""x"" is missing, with no default"
"13171","ErrorType","error"
"13179","ErrorMessage","dims [product 20] do not match the length of object [2]"
"13180","ErrorType","error"
"13181","ErrorMessage","argument ""x"" is missing, with no default"
"13182","ErrorType","error"
"13183","ErrorMessage","argument ""x"" is missing, with no default"
"13184","ErrorType","error"
"13185","ErrorMessage","corrupt data frame: columns will be truncated or padded with NAs"
"13186","ErrorType","warning"
"13187","ErrorMessage","corrupt data frame: columns will be truncated or padded with NAs"
"13188","ErrorType","warning"
"13209","ErrorMessage","argument ""x"" is missing, with no default"
"13210","ErrorType","error"
"13211","ErrorMessage","argument ""x"" is missing, with no default"
"13212","ErrorType","error"
"13213","ErrorMessage","'origin' must be supplied"
"13214","ErrorType","error"
"13215","ErrorMessage","character string is not in a standard unambiguous format"
"13216","ErrorType","error"
"13217","ErrorMessage","do not know how to convert 'x' to class “POSIXlt”"
"13218","ErrorType","error"
"13219","ErrorMessage","argument ""x"" is missing, with no default"
"13220","ErrorType","error"
"13221","ErrorMessage","argument ""x"" is missing, with no default"
"13222","ErrorType","error"
"13235","ErrorMessage","invalid value -1 for 'digits' argument"
"13236","ErrorType","error"
"13237","ErrorMessage","invalid value -1 for 'digits' argument"
"13238","ErrorType","error"
"13239","ErrorMessage","'arg' must be NULL or a character vector"
"13240","ErrorType","error"
"13241","ErrorMessage","'arg' must be NULL or a character vector"
"13242","ErrorType","error"
"13243","ErrorMessage","'arg' must be NULL or a character vector"
"13244","ErrorType","error"
"13245","ErrorMessage","'arg' must be NULL or a character vector"
"13246","ErrorType","error"
"13247","ErrorMessage","'arg' must be NULL or a character vector"
"13248","ErrorType","error"
"13249","ErrorMessage","'arg' must be NULL or a character vector"
"13250","ErrorType","error"
"13251","ErrorMessage","'arg' must be NULL or a character vector"
"13252","ErrorType","error"
"13253","ErrorMessage","'arg' must be NULL or a character vector"
"13254","ErrorType","error"
"13255","ErrorMessage","'arg' must be NULL or a character vector"
"13256","ErrorType","error"
"13257","ErrorMessage","'arg' must be NULL or a character vector"
"13258","ErrorType","error"
"13259","ErrorMessage","'arg' must be NULL or a character vector"
"13260","ErrorType","error"
"13261","ErrorMessage","'arg' must be NULL or a character vector"
"13262","ErrorType","error"
"13263","ErrorMessage","'arg' must be NULL or a character vector"
"13264","ErrorType","error"
"13265","ErrorMessage","'arg' must be NULL or a character vector"
"13266","ErrorType","error"
"13267","ErrorMessage","'arg' must be NULL or a character vector"
"13268","ErrorType","error"
"13269","ErrorMessage","'arg' must be NULL or a character vector"
"13270","ErrorType","error"
"13271","ErrorMessage","'arg' must be NULL or a character vector"
"13272","ErrorType","error"
"13273","ErrorMessage","'arg' should be one of “left”, “right”, “centre”, “none”"
"13274","ErrorType","error"
"13275","ErrorMessage","'arg' should be one of “left”, “right”, “centre”, “none”"
"13276","ErrorType","error"
"13277","ErrorMessage","'arg' should be one of “left”, “right”, “centre”, “none”"
"13278","ErrorType","error"
"13279","ErrorMessage","'arg' should be one of “left”, “right”, “centre”, “none”"
"13280","ErrorType","error"
"13281","ErrorMessage","'arg' should be one of “left”, “right”, “centre”, “none”"
"13282","ErrorType","error"
"13283","ErrorMessage","'arg' should be one of “left”, “right”, “centre”, “none”"
"13284","ErrorType","error"
"13285","ErrorMessage","'...' used in an incorrect context"
"13286","ErrorType","error"
"13287","ErrorMessage","argument ""x"" is missing, with no default"
"13288","ErrorType","error"
"13289","ErrorMessage","no applicable method for 'units' applied to an object of class ""c('double', 'numeric')"""
"13290","ErrorType","error"
"13291","ErrorMessage","no applicable method for 'units' applied to an object of class ""character"""
"13292","ErrorType","error"
"13293","ErrorMessage","no applicable method for 'units' applied to an object of class ""data.frame"""
"13294","ErrorType","error"
"13295","ErrorMessage","argument ""x"" is missing, with no default"
"13296","ErrorType","error"
"13297","ErrorMessage","argument ""x"" is missing, with no default"
"13298","ErrorType","error"
"13306","ErrorMessage","dims [product 20] do not match the length of object [2]"
"13307","ErrorType","error"
"13308","ErrorMessage","argument ""x"" is missing, with no default"
"13309","ErrorType","error"
"13310","ErrorMessage","argument ""x"" is missing, with no default"
"13311","ErrorType","error"
"13312","ErrorMessage","NAs introduced by coercion to integer range"
"13313","ErrorType","warning"
"13314","ErrorMessage","NAs introduced by coercion to integer range"
"13315","ErrorType","warning"
"13316","ErrorMessage","NAs introduced by coercion to integer range"
"13317","ErrorType","warning"
"13318","ErrorMessage","NAs introduced by coercion to integer range"
"13319","ErrorType","warning"
"13320","ErrorMessage","NAs introduced by coercion to integer range"
"13321","ErrorType","warning"
"13322","ErrorMessage","the condition has length > 1"
"13323","ErrorType","error"
"13324","ErrorMessage","NAs introduced by coercion"
"13325","ErrorType","warning"
"13326","ErrorMessage","argument ""x"" is missing, with no default"
"13327","ErrorType","error"
"13328","ErrorMessage","argument ""x"" is missing, with no default"
"13329","ErrorType","error"
"13333","ErrorMessage","invalid 'digits' argument"
"13334","ErrorType","error"
"13335","ErrorMessage","invalid 'digits' argument"
"13336","ErrorType","error"
"13337","ErrorMessage","invalid 'digits' argument"
"13338","ErrorType","error"
"13339","ErrorMessage","invalid 'digits' argument"
"13340","ErrorType","error"
"13341","ErrorMessage","invalid 'digits' argument"
"13342","ErrorType","error"
"13343","ErrorMessage","invalid 'digits' argument"
"13344","ErrorType","error"
"13345","ErrorMessage","argument ""x"" is missing, with no default"
"13346","ErrorType","error"
"13347","ErrorMessage","argument ""x"" is missing, with no default"
"13348","ErrorType","error"
"13349","ErrorMessage","$ operator is invalid for atomic vectors"
"13350","ErrorType","error"
"13351","ErrorMessage","$ operator is invalid for atomic vectors"
"13352","ErrorType","error"
"13353","ErrorMessage","invalid argument type"
"13354","ErrorType","error"
"13355","ErrorMessage","'...' used in an incorrect context"
"13356","ErrorType","error"
"13357","ErrorMessage","argument ""x"" is missing, with no default"
"13358","ErrorType","error"
"13368","ErrorMessage","argument ""x"" is missing, with no default"
"13369","ErrorType","error"
"13370","ErrorMessage","NAs introduced by coercion to integer range"
"13371","ErrorType","warning"
"13372","ErrorMessage","NAs introduced by coercion to integer range"
"13373","ErrorType","warning"
"13374","ErrorMessage","NAs introduced by coercion to integer range"
"13375","ErrorType","warning"
"13376","ErrorMessage","invalid format '%01:10o'; use format %d, %i, %o, %x or %X for integer objects"
"13377","ErrorType","error"
"13378","ErrorMessage","NAs introduced by coercion"
"13379","ErrorType","warning"
"13380","ErrorMessage","argument ""x"" is missing, with no default"
"13381","ErrorType","error"
"13382","ErrorMessage","argument ""x"" is missing, with no default"
"13383","ErrorType","error"
"13384","ErrorMessage","wrong class"
"13385","ErrorType","error"
"13386","ErrorMessage","wrong class"
"13387","ErrorType","error"
"13388","ErrorMessage","wrong class"
"13389","ErrorType","error"
"13390","ErrorMessage","argument ""x"" is missing, with no default"
"13391","ErrorType","error"
"13392","ErrorMessage","wrong class"
"13393","ErrorType","error"
"13394","ErrorMessage","wrong class"
"13395","ErrorType","error"
"13396","ErrorMessage","wrong class"
"13397","ErrorType","error"
"13398","ErrorMessage","wrong class"
"13399","ErrorType","error"
"13400","ErrorMessage","wrong class"
"13401","ErrorType","error"
"13402","ErrorMessage","wrong class"
"13403","ErrorType","error"
"13404","ErrorMessage","wrong class"
"13405","ErrorType","error"
"13406","ErrorMessage","wrong class"
"13407","ErrorType","error"
"13408","ErrorMessage","wrong class"
"13409","ErrorType","error"
"13410","ErrorMessage","argument ""x"" is missing, with no default"
"13411","ErrorType","error"
"13412","ErrorMessage","argument ""x"" is missing, with no default"
"13413","ErrorType","error"
"13414","ErrorMessage","wrong class"
"13415","ErrorType","error"
"13416","ErrorMessage","wrong class"
"13417","ErrorType","error"
"13418","ErrorMessage","wrong class"
"13419","ErrorType","error"
"13420","ErrorMessage","wrong class"
"13421","ErrorType","error"
"13422","ErrorMessage","wrong class"
"13423","ErrorType","error"
"13424","ErrorMessage","wrong class"
"13425","ErrorType","error"
"13426","ErrorMessage","wrong class"
"13427","ErrorType","error"
"13428","ErrorMessage","wrong class"
"13429","ErrorType","error"
"13430","ErrorMessage","wrong class"
"13431","ErrorType","error"
"13432","ErrorMessage","'...' used in an incorrect context"
"13433","ErrorType","error"
"13434","ErrorMessage","argument ""pv"" is missing, with no default"
"13435","ErrorType","error"
"13442","ErrorMessage","invalid value -1 for 'digits' argument"
"13443","ErrorType","error"
"13444","ErrorMessage","longer object length is not a multiple of shorter object length"
"13445","ErrorType","warning"
"13446","ErrorMessage","longer object length is not a multiple of shorter object length"
"13447","ErrorType","warning"
"13448","ErrorMessage","longer object length is not a multiple of shorter object length"
"13449","ErrorType","warning"
"13450","ErrorMessage","longer object length is not a multiple of shorter object length"
"13451","ErrorType","warning"
"13452","ErrorMessage","invalid value -2147483648 for 'digits' argument"
"13453","ErrorType","error"
"13454","ErrorMessage","invalid value -2147483648 for 'digits' argument"
"13455","ErrorType","error"
"13456","ErrorMessage","non-numeric argument to mathematical function"
"13457","ErrorType","error"
"13458","ErrorMessage","argument ""x"" is missing, with no default"
"13459","ErrorType","error"
"13460","ErrorMessage","argument ""x"" is missing, with no default"
"13461","ErrorType","error"
"13468","ErrorMessage","invalid value -1 for 'digits' argument"
"13469","ErrorType","error"
"13470","ErrorMessage","invalid value -2147483648 for 'digits' argument"
"13471","ErrorType","error"
"13472","ErrorMessage","invalid value -2147483648 for 'digits' argument"
"13473","ErrorType","error"
"13474","ErrorMessage","invalid value -2147483648 for 'digits' argument"
"13475","ErrorType","error"
"13476","ErrorMessage","'...' used in an incorrect context"
"13477","ErrorType","error"
"13478","ErrorMessage","argument ""x"" is missing, with no default"
"13479","ErrorType","error"
"13486","ErrorMessage","argument ""step"" is missing, with no default"
"13487","ErrorType","error"
"13494","ErrorMessage","NAs introduced by coercion"
"13495","ErrorType","warning"
"13496","ErrorMessage","argument ""x"" is missing, with no default"
"13497","ErrorType","error"
"13498","ErrorMessage","argument ""x"" is missing, with no default"
"13499","ErrorType","error"
"13500","ErrorMessage","invalid first argument"
"13501","ErrorType","error"
"13502","ErrorMessage","NAs introduced by coercion to integer range"
"13503","ErrorType","warning"
"13504","ErrorMessage","invalid first argument"
"13505","ErrorType","error"
"13506","ErrorMessage","invalid first argument"
"13507","ErrorType","error"
"13508","ErrorMessage","invalid first argument"
"13509","ErrorType","error"
"13510","ErrorMessage","invalid first argument"
"13511","ErrorType","error"
"13512","ErrorMessage","invalid first argument"
"13513","ErrorType","error"
"13514","ErrorMessage","invalid first argument"
"13515","ErrorType","error"
"13516","ErrorMessage","invalid first argument"
"13517","ErrorType","error"
"13518","ErrorMessage","invalid first argument"
"13519","ErrorType","error"
"13520","ErrorMessage","invalid 'envir' argument"
"13521","ErrorType","error"
"13522","ErrorMessage","unused argument (alist(exact = ))"
"13523","ErrorType","error"
"13524","ErrorMessage","'...' used in an incorrect context"
"13525","ErrorType","error"
"13526","ErrorMessage","argument ""x"" is missing, with no default"
"13527","ErrorType","error"
"13528","ErrorMessage","argument ""x"" is missing, with no default"
"13529","ErrorType","error"
"13530","ErrorMessage","invalid first argument"
"13531","ErrorType","error"
"13532","ErrorMessage","invalid first argument"
"13533","ErrorType","error"
"13534","ErrorMessage","invalid first argument"
"13535","ErrorType","error"
"13536","ErrorMessage","invalid first argument"
"13537","ErrorType","error"
"13538","ErrorMessage","invalid first argument"
"13539","ErrorType","error"
"13540","ErrorMessage","invalid first argument"
"13541","ErrorType","error"
"13542","ErrorMessage","invalid first argument"
"13543","ErrorType","error"
"13544","ErrorMessage","invalid first argument"
"13545","ErrorType","error"
"13546","ErrorMessage","invalid first argument"
"13547","ErrorType","error"
"13548","ErrorMessage","invalid first argument"
"13549","ErrorType","error"
"13550","ErrorMessage","invalid first argument"
"13551","ErrorType","error"
"13552","ErrorMessage","invalid first argument"
"13553","ErrorType","error"
"13554","ErrorMessage","invalid 'envir' argument"
"13555","ErrorType","error"
"13560","ErrorMessage","unused argument (x)"
"13561","ErrorType","error"
"13562","ErrorMessage","could not find function ""getAllConnections.character"""
"13563","ErrorType","error"
"13564","ErrorMessage","could not find function ""getAllConnections.character"""
"13565","ErrorType","error"
"13566","ErrorMessage","the condition has length > 1"
"13567","ErrorType","error"
"13568","ErrorMessage","the condition has length > 1"
"13569","ErrorType","error"
"13570","ErrorMessage","the condition has length > 1"
"13571","ErrorType","error"
"13572","ErrorMessage","the condition has length > 1"
"13573","ErrorType","error"
"13574","ErrorMessage","argument ""e"" is missing, with no default"
"13575","ErrorType","error"
"13576","ErrorMessage","$ operator is invalid for atomic vectors"
"13577","ErrorType","error"
"13578","ErrorMessage","$ operator is invalid for atomic vectors"
"13579","ErrorType","error"
"13580","ErrorMessage","unused argument (alist(con = ))"
"13581","ErrorType","error"
"13582","ErrorMessage","argument ""what"" is missing, with no default"
"13583","ErrorType","error"
"13584","ErrorMessage","unused argument (con = x)"
"13585","ErrorType","error"
"13586","ErrorMessage","there is no connection -1"
"13587","ErrorType","error"
"13588","ErrorMessage","unused argument (con = x)"
"13589","ErrorType","error"
"13590","ErrorMessage","unused argument (con = x)"
"13591","ErrorType","error"
"13592","ErrorMessage","unused argument (con = df)"
"13593","ErrorType","error"
"13594","ErrorMessage","unused argument (con = ""df"")"
"13595","ErrorType","error"
"13596","ErrorMessage","unused arguments (alist(DLLInfo = , name = , type = , allNames = ))"
"13597","ErrorType","error"
"13598","ErrorMessage","no applicable method for 'getDLLRegisteredRoutines' applied to an object of class ""name"""
"13599","ErrorType","error"
"13600","ErrorMessage","no applicable method for 'getDLLRegisteredRoutines' applied to an object of class ""c('double', 'numeric')"""
"13601","ErrorType","error"
"13602","ErrorMessage","no applicable method for 'getDLLRegisteredRoutines' applied to an object of class ""c('double', 'numeric')"""
"13603","ErrorType","error"
"13604","ErrorMessage","no applicable method for 'getDLLRegisteredRoutines' applied to an object of class ""c('double', 'numeric')"""
"13605","ErrorType","error"
"13606","ErrorMessage","no applicable method for 'getDLLRegisteredRoutines' applied to an object of class ""data.frame"""
"13607","ErrorType","error"
"13608","ErrorMessage","No DLL currently loaded with name or path ‘df’"
"13609","ErrorType","error"
"13610","ErrorMessage","unused arguments (alist(DLLInfo = , name = , type = , allNames = ))"
"13611","ErrorType","error"
"13612","ErrorMessage","argument ""dll"" is missing, with no default"
"13613","ErrorType","error"
"13614","ErrorMessage","'length(x) = 6 > 1' in coercion to 'logical(1)'"
"13615","ErrorType","warning"
"13616","ErrorMessage","'length(x) = 6 > 1' in coercion to 'logical(1)'"
"13617","ErrorType","warning"
"13618","ErrorMessage","'length(x) = 6 > 1' in coercion to 'logical(1)'"
"13619","ErrorType","warning"
"13620","ErrorMessage","'length(x) = 20 > 1' in coercion to 'logical(1)'"
"13621","ErrorType","warning"
"13622","ErrorMessage","No DLL currently loaded with name or path ‘df’"
"13623","ErrorType","error"
"13624","ErrorMessage","unused arguments (alist(DLLInfo = , name = , type = , allNames = ))"
"13625","ErrorType","error"
"13626","ErrorMessage","argument ""dll"" is missing, with no default"
"13627","ErrorType","error"
"13628","ErrorMessage","must specify DLL via a “DLLInfo” object. See getLoadedDLLs()"
"13629","ErrorType","error"
"13630","ErrorMessage","must specify DLL via a “DLLInfo” object. See getLoadedDLLs()"
"13631","ErrorType","error"
"13632","ErrorMessage","must specify DLL via a “DLLInfo” object. See getLoadedDLLs()"
"13633","ErrorType","error"
"13634","ErrorMessage","must specify DLL via a “DLLInfo” object. See getLoadedDLLs()"
"13635","ErrorType","error"
"13636","ErrorMessage","must specify DLL via a “DLLInfo” object. See getLoadedDLLs()"
"13637","ErrorType","error"
"13638","ErrorMessage","unused arguments (alist(x = , exact = ))"
"13639","ErrorType","error"
"13640","ErrorMessage","argument ""object"" is missing, with no default"
"13641","ErrorType","error"
"13642","ErrorMessage","subscript out of bounds"
"13643","ErrorType","error"
"13644","ErrorMessage","attempt to select more than one element in vectorIndex"
"13645","ErrorType","error"
"13646","ErrorMessage","attempt to select more than one element in vectorIndex"
"13647","ErrorType","error"
"13648","ErrorMessage","invalid subscript type 'list'"
"13649","ErrorType","error"
"13650","ErrorMessage","attempt to select more than one element in vectorIndex"
"13651","ErrorType","error"
"13653","ErrorMessage","unused argument (x)"
"13654","ErrorType","error"
"13655","ErrorMessage","unused argument (df)"
"13656","ErrorType","error"
"13657","ErrorMessage","unused argument (""df"")"
"13658","ErrorType","error"
"13659","ErrorMessage","unused argument (alist(pkg = ))"
"13660","ErrorType","error"
"13661","ErrorMessage","argument ""ns"" is missing, with no default"
"13662","ErrorType","error"
"13663","ErrorMessage","unused argument (pkg = x)"
"13664","ErrorType","error"
"13665","ErrorMessage","argument ""name"" is missing, with no default"
"13666","ErrorType","error"
"13667","ErrorMessage","unused argument (pkg = x)"
"13668","ErrorType","error"
"13669","ErrorMessage","bad namespace name"
"13670","ErrorType","error"
"13671","ErrorMessage","unused argument (pkg = x)"
"13672","ErrorType","error"
"13673","ErrorMessage","bad namespace name"
"13674","ErrorType","error"
"13675","ErrorMessage","unused argument (pkg = df)"
"13676","ErrorType","error"
"13677","ErrorMessage","bad namespace name"
"13678","ErrorType","error"
"13679","ErrorMessage","unused argument (pkg = ""df"")"
"13680","ErrorType","error"
"13681","ErrorMessage","there is no package called ‘df’"
"13682","ErrorType","error"
"13683","ErrorMessage","unused argument (alist(which = ))"
"13684","ErrorType","error"
"13685","ErrorMessage","argument ""hookName"" is missing, with no default"
"13686","ErrorType","error"
"13687","ErrorMessage","unused argument (which = x)"
"13688","ErrorType","error"
"13689","ErrorMessage","invalid first argument"
"13690","ErrorType","error"
"13691","ErrorMessage","unused argument (which = df)"
"13692","ErrorType","error"
"13693","ErrorMessage","unused argument (which = ""df"")"
"13694","ErrorType","error"
"13695","ErrorMessage","invalid first argument"
"13696","ErrorType","error"
"13697","ErrorMessage","unused argument (x)"
"13698","ErrorType","error"
"13699","ErrorMessage","unused argument (df)"
"13700","ErrorType","error"
"13701","ErrorMessage","unused argument (""df"")"
"13702","ErrorType","error"
"13703","ErrorMessage","unused argument (alist(which.lib.loc = ))"
"13704","ErrorType","error"
"13705","ErrorMessage","argument ""name"" is missing, with no default"
"13706","ErrorType","error"
"13707","ErrorMessage","there is no package called ‘-1’"
"13708","ErrorType","error"
"13709","ErrorMessage","'list' object cannot be coerced to type 'symbol'"
"13710","ErrorType","error"
"13711","ErrorMessage","there is no package called ‘df’"
"13712","ErrorType","error"
"13713","ErrorMessage","unused argument (alist(all.names = ))"
"13714","ErrorType","error"
"13715","ErrorMessage","argument ""ns"" is missing, with no default"
"13716","ErrorType","error"
"13717","ErrorMessage","not a namespace"
"13718","ErrorType","error"
"13719","ErrorMessage","not a namespace"
"13720","ErrorType","error"
"13721","ErrorMessage","there is no package called ‘df’"
"13722","ErrorType","error"
"13723","ErrorMessage","unused argument (alist(all.names = ))"
"13724","ErrorType","error"
"13725","ErrorMessage","argument ""ns"" is missing, with no default"
"13726","ErrorType","error"
"13727","ErrorMessage","not a namespace"
"13728","ErrorType","error"
"13729","ErrorMessage","not a namespace"
"13730","ErrorType","error"
"13731","ErrorMessage","there is no package called ‘df’"
"13732","ErrorType","error"
"13733","ErrorMessage","unused argument (alist(what = ))"
"13734","ErrorType","error"
"13735","ErrorMessage","not a namespace"
"13736","ErrorType","error"
"13737","ErrorMessage","not a namespace"
"13738","ErrorType","error"
"13739","ErrorMessage","not a namespace"
"13740","ErrorType","error"
"13741","ErrorMessage","not a namespace"
"13742","ErrorType","error"
"13743","ErrorMessage","there is no package called ‘df’"
"13744","ErrorType","error"
"13745","ErrorMessage","argument ""ns"" is missing, with no default"
"13746","ErrorType","error"
"13747","ErrorMessage","not a namespace"
"13748","ErrorType","error"
"13749","ErrorMessage","not a namespace"
"13750","ErrorType","error"
"13751","ErrorMessage","there is no package called ‘df’"
"13752","ErrorType","error"
"13753","ErrorMessage","unused argument (alist(all.names = ))"
"13754","ErrorType","error"
"13755","ErrorMessage","argument ""ns"" is missing, with no default"
"13756","ErrorType","error"
"13757","ErrorMessage","not a namespace"
"13758","ErrorType","error"
"13759","ErrorMessage","not a namespace"
"13760","ErrorType","error"
"13761","ErrorMessage","there is no package called ‘df’"
"13762","ErrorType","error"
"13763","ErrorMessage","argument ""ns"" is missing, with no default"
"13764","ErrorType","error"
"13765","ErrorMessage","not a namespace"
"13766","ErrorType","error"
"13767","ErrorMessage","not a namespace"
"13768","ErrorType","error"
"13769","ErrorMessage","there is no package called ‘df’"
"13770","ErrorType","error"
"13771","ErrorMessage","unused arguments (alist(sym = d, where = ))"
"13772","ErrorType","error"
"13773","ErrorMessage","unused arguments (alist(sym = , where = r))"
"13774","ErrorType","error"
"13775","ErrorMessage","unused arguments (alist(sym = , where = ))"
"13776","ErrorType","error"
"13777","ErrorMessage","unused arguments (alist(sym = , where = ))"
"13778","ErrorType","error"
"13779","ErrorMessage","unused arguments (alist(sym = , where = ))"
"13780","ErrorType","error"
"13781","ErrorMessage","unused arguments (alist(sym = , where = ))"
"13782","ErrorType","error"
"13783","ErrorMessage","unused arguments (alist(sym = , where = ))"
"13784","ErrorType","error"
"13785","ErrorMessage","unused arguments (alist(sym = , where = ))"
"13786","ErrorType","error"
"13787","ErrorMessage","unused arguments (alist(complete = , help = , recursive = , no.deparse = , no.defaults = , no.warn = , keep.source = , skip.silent = , width = ))"
"13788","ErrorType","error"
"13789","ErrorMessage","argument ""x"" is missing, with no default"
"13790","ErrorType","error"
"13791","ErrorMessage","'x' must be a character string"
"13792","ErrorType","error"
"13793","ErrorMessage","'x' must be a character string"
"13794","ErrorType","error"
"13795","ErrorMessage","'x' must be a character string"
"13796","ErrorType","error"
"13797","ErrorMessage","'x' must be a character string"
"13798","ErrorType","error"
"13822","ErrorMessage","unused argument (x)"
"13823","ErrorType","error"
"13824","ErrorMessage","unused argument (df)"
"13825","ErrorType","error"
"13826","ErrorMessage","unused argument (""df"")"
"13827","ErrorType","error"
"13828","ErrorMessage","unused arguments (alist(con = , offset = , n = ))"
"13829","ErrorType","error"
"13830","ErrorMessage","argument ""first"" is missing, with no default"
"13831","ErrorType","error"
"13832","ErrorMessage","unused arguments (alist(con = x, offset = , n = ))"
"13833","ErrorType","error"
"13834","ErrorMessage","argument ""first"" is missing, with no default"
"13835","ErrorType","error"
"13836","ErrorMessage","unused arguments (alist(con = x, offset = x, n = ))"
"13837","ErrorType","error"
"13838","ErrorMessage","argument ""last"" is missing, with no default"
"13839","ErrorType","error"
"13840","ErrorMessage","unused arguments (con = x, offset = x, n = x)"
"13841","ErrorType","error"
"13842","ErrorMessage","the condition has length > 1"
"13843","ErrorType","error"
"13844","ErrorMessage","the condition has length > 1"
"13845","ErrorType","error"
"13846","ErrorMessage","the condition has length > 1"
"13847","ErrorType","error"
"13848","ErrorMessage","unused argument (x)"
"13849","ErrorType","error"
"13850","ErrorMessage","unused argument (df)"
"13851","ErrorType","error"
"13852","ErrorMessage","unused argument (""df"")"
"13853","ErrorType","error"
"13854","ErrorMessage","argument is missing, with no default"
"13855","ErrorType","error"
"13862","ErrorMessage","invalid 'domain' value"
"13863","ErrorType","error"
"13864","ErrorMessage","invalid 'domain' value"
"13865","ErrorType","error"
"13866","ErrorMessage","invalid 'domain' value"
"13867","ErrorType","error"
"13868","ErrorMessage","invalid 'domain' value"
"13869","ErrorType","error"
"13870","ErrorMessage","invalid 'domain' value"
"13871","ErrorType","error"
"13872","ErrorMessage","invalid 'domain' value"
"13873","ErrorType","error"
"13874","ErrorMessage","'...' used in an incorrect context"
"13875","ErrorType","error"
"13876","ErrorMessage","argument ""fmt"" is missing, with no default"
"13877","ErrorType","error"
"13878","ErrorMessage","object 'g' not found"
"13879","ErrorType","error"
"13880","ErrorMessage","unrecognised format specification '%$'"
"13881","ErrorType","error"
